estu_genero,fami_educacionpadre,fami_educacionmadre,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,fami_tieneautomovil,edad,pago_promedio,estu_economia,distancia,presencial,punt_global,Region Amazonica,Region Andina,Region Caribe,Region Orinoquia,Region Pacifica
0,15.0,13.0,2,1,1,1,20,750.0,1,0,1,131,0,0,1,0,0
0,11.0,8.0,3,1,1,1,22,500.0,0,0,1,114,0,1,0,0,0
1,8.0,8.0,3,1,1,1,20,4750.0,0,0,1,181,0,1,0,0,0
1,5.0,11.0,1,1,0,0,28,500.0,1,0,1,150,0,0,1,0,0
1,17.0,15.0,6,1,1,1,23,7000.0,1,0,1,191,0,1,0,0,0
0,3.0,3.0,2,1,0,0,21,750.0,1,0,1,136,0,0,1,0,0
0,5.0,13.0,1,1,1,0,20,0.0,1,0,1,160,0,0,1,0,0
0,8.0,11.0,2,1,1,0,21,0.0,0,0,1,173,0,0,0,0,1
0,13.0,8.0,3,1,1,0,21,750.0,1,0,1,192,0,1,0,0,0
1,11.0,8.0,1,0,1,0,21,0.0,1,0,1,170,0,0,1,0,0
0,13.0,11.0,2,1,1,0,23,0.0,1,0,1,127,0,0,1,0,0
1,11.0,17.0,3,1,1,0,20,7000.0,1,0,1,208,0,1,0,0,0
0,8.0,11.0,3,1,1,1,29,1750.0,1,1,0,132,0,1,0,0,0
0,3.0,13.0,4,1,1,1,26,1750.0,1,0,1,194,0,0,1,0,0
1,17.0,17.0,5,1,1,0,39,3250.0,1,0,1,196,0,1,0,0,0
0,3.0,12.0,4,1,1,1,22,3250.0,1,0,1,127,0,1,0,0,0
1,3.0,3.0,2,1,1,1,24,3250.0,1,0,1,153,0,1,0,0,0
1,15.0,15.0,5,1,1,1,22,3250.0,1,0,1,150,0,1,0,0,0
0,11.0,13.0,4,1,1,1,24,3250.0,1,0,1,175,0,1,0,0,0
0,11.0,13.0,2,1,1,1,20,4750.0,0,0,1,128,0,1,0,0,0
0,11.0,17.0,3,1,1,0,21,3250.0,1,0,1,189,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,20,3250.0,0,0,1,167,0,1,0,0,0
0,8.0,13.0,2,1,0,0,20,500.0,1,0,1,159,0,0,1,0,0
0,3.0,5.0,3,1,1,1,21,4750.0,0,0,1,158,0,1,0,0,0
0,3.0,3.0,1,0,1,0,23,750.0,0,0,1,150,0,1,0,0,0
1,15.0,15.0,5,1,1,1,21,7000.0,1,0,1,227,0,1,0,0,0
1,17.0,15.0,6,1,1,1,21,7000.0,1,0,1,202,0,1,0,0,0
0,11.0,11.0,3,1,1,1,27,4750.0,0,0,1,143,0,1,0,0,0
0,15.0,13.0,4,1,1,1,25,3250.0,0,0,1,114,0,0,0,0,1
1,15.0,17.0,4,1,1,1,21,7000.0,1,0,1,208,0,1,0,0,0
1,11.0,11.0,3,1,1,0,22,3250.0,1,0,1,135,0,1,0,0,0
1,15.0,13.0,3,1,1,1,20,6250.0,0,0,1,166,0,1,0,0,0
1,14.0,14.0,1,1,1,0,19,7000.0,1,0,1,176,0,0,0,0,1
0,3.0,13.0,1,1,1,0,22,500.0,1,0,1,164,0,0,0,0,1
1,11.0,12.0,2,1,1,1,24,1750.0,0,0,1,127,0,1,0,0,0
1,8.0,17.0,2,1,1,0,21,3250.0,0,0,1,113,0,1,0,0,0
0,3.0,11.0,1,1,1,0,24,750.0,1,0,1,162,0,0,1,0,0
1,13.0,15.0,2,1,1,1,21,3250.0,0,0,1,172,0,0,0,1,0
1,15.0,15.0,3,1,1,1,21,4750.0,1,0,1,109,0,1,0,0,0
1,17.0,15.0,5,1,1,1,21,6250.0,1,0,1,177,0,1,0,0,0
0,3.0,3.0,2,1,1,0,36,3250.0,1,1,0,156,0,1,0,0,0
1,0.0,3.0,2,1,0,0,43,1750.0,1,1,0,132,0,1,0,0,0
0,3.0,11.0,2,1,1,0,28,1750.0,1,1,0,167,0,1,0,0,0
0,13.0,13.0,2,1,1,0,19,4750.0,0,0,1,157,0,0,1,0,0
0,11.0,11.0,3,1,1,0,24,3250.0,1,0,1,123,0,1,0,0,0
1,5.0,3.0,3,1,0,0,26,500.0,1,0,1,148,0,1,0,0,0
0,11.0,15.0,2,1,1,0,25,0.0,1,0,1,148,0,0,1,0,0
1,15.0,17.0,2,1,1,0,20,6250.0,0,0,1,164,0,1,0,0,0
0,11.0,11.0,2,1,1,0,20,3250.0,0,0,1,160,0,1,0,0,0
0,14.0,15.0,6,1,1,1,22,7000.0,1,0,1,216,0,1,0,0,0
0,13.0,13.0,2,1,1,1,20,750.0,1,0,1,178,0,1,0,0,0
1,11.0,15.0,2,1,0,0,20,7000.0,1,0,1,160,0,0,1,0,0
0,11.0,13.0,3,1,1,0,20,1750.0,0,0,1,235,0,0,0,0,1
0,8.0,8.0,3,1,1,0,26,3250.0,1,0,1,134,0,1,0,0,0
0,17.0,17.0,1,1,1,0,20,1750.0,1,0,1,178,0,0,1,0,0
1,11.0,14.0,3,1,1,0,21,1750.0,1,0,1,184,0,1,0,0,0
1,17.0,17.0,5,1,1,1,20,7000.0,1,0,1,216,0,1,0,0,0
0,12.0,11.0,2,1,0,0,20,4750.0,1,0,1,176,0,1,0,0,0
1,13.0,13.0,5,1,1,1,21,7000.0,1,0,1,201,0,0,0,0,1
1,14.0,11.0,2,1,1,0,42,1750.0,1,1,0,146,0,1,0,0,0
0,13.0,15.0,2,1,0,1,21,3250.0,0,0,1,137,0,1,0,0,0
0,3.0,3.0,3,0,1,0,32,1750.0,1,1,0,158,0,1,0,0,0
1,3.0,3.0,4,1,1,1,41,1750.0,1,1,0,197,0,1,0,0,0
0,13.0,11.0,2,1,1,1,19,4750.0,0,0,1,158,0,1,0,0,0
0,8.0,8.0,2,1,1,0,29,750.0,1,1,0,153,0,1,0,0,0
1,15.0,15.0,3,1,1,1,22,1750.0,1,0,1,151,0,1,0,0,0
1,11.0,11.0,2,1,1,0,23,4750.0,1,0,1,151,0,1,0,0,0
1,3.0,8.0,2,1,1,0,20,500.0,1,0,1,140,0,1,0,0,0
0,3.0,3.0,1,1,0,0,25,1750.0,0,0,1,122,0,1,0,0,0
1,3.0,3.0,3,1,0,0,21,3250.0,1,0,1,124,0,1,0,0,0
1,3.0,3.0,1,0,1,0,22,500.0,1,0,1,147,0,1,0,0,0
0,17.0,15.0,2,1,1,1,22,3250.0,1,0,1,225,0,0,1,0,0
0,14.0,17.0,3,1,1,0,25,1750.0,1,0,1,169,0,1,0,0,0
0,15.0,8.0,2,1,1,0,27,1750.0,1,1,0,150,0,1,0,0,0
0,8.0,8.0,1,1,1,0,21,500.0,1,0,1,120,0,0,1,0,0
0,11.0,8.0,2,0,1,0,21,500.0,1,0,1,166,0,0,1,0,0
1,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,190,0,0,1,0,0
0,12.0,8.0,3,1,1,0,35,500.0,1,0,1,167,0,0,1,0,0
1,13.0,13.0,2,1,1,1,21,4750.0,1,0,1,154,0,1,0,0,0
0,13.0,12.0,2,1,1,0,21,4750.0,0,0,1,93,0,0,1,0,0
1,11.0,0.0,2,1,1,0,23,0.0,0,0,1,170,0,1,0,0,0
1,0.0,8.0,2,1,1,0,21,750.0,1,0,1,136,0,0,0,1,0
1,5.0,13.0,2,1,1,0,21,4750.0,1,0,1,176,0,1,0,0,0
0,5.0,11.0,1,1,1,0,20,1750.0,1,1,0,137,0,1,0,0,0
0,11.0,13.0,1,0,0,0,21,1750.0,0,0,1,183,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,21,500.0,1,0,1,146,0,1,0,0,0
1,15.0,15.0,5,1,1,1,20,7000.0,1,0,1,173,0,0,0,0,1
0,15.0,3.0,2,1,1,0,23,1750.0,0,0,1,184,0,1,0,0,0
1,3.0,11.0,2,1,1,0,26,1750.0,1,1,0,148,0,1,0,0,0
1,8.0,11.0,2,0,1,0,42,4750.0,1,1,0,138,0,0,1,0,0
1,15.0,13.0,4,1,1,0,23,750.0,1,0,1,164,0,0,1,0,0
1,12.0,15.0,3,1,0,0,24,3250.0,1,0,1,187,0,1,0,0,0
1,5.0,5.0,2,1,1,0,23,1750.0,1,0,1,137,0,0,1,0,0
0,8.0,13.0,3,1,1,1,20,3250.0,0,0,1,167,0,1,0,0,0
1,8.0,8.0,3,1,1,0,27,3250.0,1,0,1,174,0,1,0,0,0
1,15.0,15.0,3,1,1,1,20,6250.0,1,0,1,192,0,1,0,0,0
1,14.0,14.0,5,1,1,0,20,3250.0,1,0,1,155,0,1,0,0,0
1,17.0,11.0,1,1,1,0,21,500.0,1,0,1,161,0,0,1,0,0
1,17.0,17.0,5,1,1,1,21,7000.0,1,0,1,238,0,0,0,0,1
1,15.0,17.0,5,1,1,1,22,6250.0,1,0,1,145,0,1,0,0,0
0,15.0,12.0,3,1,1,0,21,1750.0,0,0,1,185,0,0,0,0,1
1,17.0,15.0,4,1,1,0,20,7000.0,0,0,1,201,0,1,0,0,0
1,5.0,13.0,3,1,1,0,21,0.0,0,0,1,170,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,20,6250.0,0,0,1,166,0,1,0,0,0
0,3.0,3.0,1,0,0,0,29,0.0,1,0,1,141,0,0,1,0,0
0,13.0,13.0,1,0,0,0,20,1750.0,1,0,1,141,0,0,1,0,0
1,17.0,17.0,4,1,1,1,20,7000.0,1,0,1,176,0,1,0,0,0
1,11.0,15.0,5,1,1,1,22,7000.0,0,0,1,178,0,1,0,0,0
0,8.0,3.0,2,1,1,0,21,0.0,0,0,1,162,0,0,0,0,1
0,5.0,11.0,2,1,1,0,21,500.0,0,0,1,155,0,1,0,0,0
1,13.0,8.0,3,1,1,1,21,0.0,1,0,1,180,0,0,0,0,1
0,13.0,13.0,1,1,0,0,20,750.0,1,0,1,142,0,0,1,0,0
0,3.0,3.0,1,0,1,0,20,3250.0,0,0,1,104,0,1,0,0,0
1,3.0,3.0,4,1,0,0,29,1750.0,1,1,0,180,0,1,0,0,0
0,3.0,13.0,1,1,1,0,21,1750.0,1,0,1,154,0,0,0,1,0
1,17.0,15.0,3,1,1,1,23,7000.0,0,0,1,181,0,1,0,0,0
1,10.189361702127659,10.0,3,0,0,0,23,0.0,0,0,1,50,0,0,0,0,1
1,8.0,8.0,3,1,1,0,33,1750.0,1,1,0,123,0,1,0,0,0
1,12.0,15.0,4,1,1,1,23,7000.0,0,0,1,161,0,1,0,0,0
0,15.0,11.0,4,1,1,1,20,7000.0,1,0,1,173,0,1,0,0,0
1,11.0,11.0,2,1,0,0,21,3250.0,0,0,1,117,0,0,1,0,0
0,15.0,15.0,3,1,1,0,19,4750.0,0,0,1,146,0,0,1,0,0
0,13.0,15.0,3,1,1,0,26,4750.0,1,0,1,150,0,1,0,0,0
1,11.0,11.0,3,1,1,1,24,4750.0,0,0,1,185,0,0,0,1,0
1,8.0,8.0,2,0,1,0,21,4750.0,0,0,1,158,0,0,0,1,0
1,17.0,17.0,3,1,1,1,22,750.0,1,0,1,163,0,1,0,0,0
1,13.0,13.0,2,1,1,1,22,1750.0,0,0,1,175,0,1,0,0,0
1,15.0,12.0,3,1,1,1,24,0.0,0,0,1,126,0,1,0,0,0
0,12.0,3.0,1,1,1,0,22,750.0,1,0,1,148,0,0,1,0,0
1,11.0,8.0,5,1,1,1,24,4750.0,0,0,1,128,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,21,500.0,1,0,1,155,0,1,0,0,0
1,0.0,0.0,2,1,1,0,21,1750.0,0,0,1,156,1,0,0,0,0
1,15.0,13.0,3,1,1,0,21,1750.0,0,0,1,172,0,1,0,0,0
0,15.0,12.0,2,1,1,0,22,750.0,1,0,1,126,0,0,1,0,0
0,15.0,13.0,2,1,1,0,23,6250.0,1,0,1,204,0,1,0,0,0
0,5.0,3.0,1,1,1,0,28,750.0,1,0,1,119,0,0,1,0,0
1,17.0,17.0,6,1,1,1,20,7000.0,1,0,1,200,0,1,0,0,0
0,0.0,5.0,3,1,1,0,24,3250.0,0,0,1,127,0,1,0,0,0
0,13.0,15.0,3,1,1,0,24,750.0,1,0,1,147,0,0,1,0,0
1,17.0,17.0,4,1,1,1,24,6250.0,1,0,1,149,0,1,0,0,0
0,13.0,13.0,2,1,1,0,21,0.0,1,0,1,148,0,0,1,0,0
0,17.0,15.0,5,1,1,0,21,7000.0,1,0,1,146,0,1,0,0,0
0,12.0,3.0,3,1,1,0,24,3250.0,0,0,1,167,0,1,0,0,0
1,13.0,3.0,2,1,1,1,33,1750.0,1,1,0,105,0,0,0,0,1
0,13.0,13.0,2,1,1,1,21,3250.0,0,0,1,172,0,1,0,0,0
0,3.0,3.0,2,1,1,0,20,7000.0,0,0,1,149,0,1,0,0,0
1,17.0,17.0,6,1,1,1,21,7000.0,1,0,1,196,0,1,0,0,0
1,3.0,3.0,3,1,1,0,24,500.0,1,0,1,128,0,1,0,0,0
1,15.0,11.0,3,1,1,1,20,6250.0,1,0,1,160,0,1,0,0,0
1,8.0,5.0,3,1,0,0,23,0.0,0,0,1,142,0,1,0,0,0
1,14.0,15.0,2,1,1,1,20,750.0,1,0,1,172,0,0,1,0,0
1,15.0,17.0,5,1,1,1,20,7000.0,1,0,1,181,0,1,0,0,0
0,11.0,17.0,2,1,1,1,20,1750.0,1,0,1,168,0,1,0,0,0
1,15.0,8.0,3,1,1,1,20,4750.0,0,0,1,182,0,1,0,0,0
1,5.0,5.0,2,1,1,1,20,4750.0,1,0,1,174,0,0,0,1,0
0,13.0,12.0,2,0,1,0,22,500.0,1,0,1,158,0,0,0,1,0
1,5.0,5.0,3,1,1,1,19,0.0,1,0,1,191,0,0,1,0,0
0,15.0,15.0,4,1,1,0,23,4750.0,0,0,1,186,0,0,0,1,0
0,13.0,14.0,3,1,1,1,20,0.0,0,0,1,172,0,0,0,0,1
0,8.0,14.0,3,1,1,0,21,500.0,1,0,1,157,0,0,0,0,1
1,13.0,14.0,3,1,1,0,23,1750.0,1,0,1,212,0,1,0,0,0
0,13.0,8.0,4,1,0,0,20,7000.0,1,0,1,181,0,1,0,0,0
1,0.0,0.0,2,1,1,0,38,1750.0,1,0,1,178,0,1,0,0,0
1,17.0,17.0,2,1,0,0,22,1750.0,1,0,1,176,0,1,0,0,0
1,5.0,11.0,3,1,1,0,19,4750.0,1,0,1,194,0,1,0,0,0
1,11.0,14.0,2,1,1,1,21,3250.0,1,0,1,148,0,1,0,0,0
1,12.0,13.0,3,1,1,1,21,500.0,0,0,1,170,0,0,0,0,1
1,11.0,15.0,3,1,1,1,21,4750.0,0,0,1,133,0,1,0,0,0
1,13.0,14.0,3,0,0,1,20,3250.0,0,0,1,173,0,0,0,1,0
1,13.0,13.0,1,1,1,0,23,750.0,1,0,1,192,0,0,1,0,0
0,3.0,3.0,1,0,0,0,27,1750.0,1,1,0,113,0,1,0,0,0
1,11.0,17.0,3,1,1,1,20,7000.0,0,0,1,226,0,1,0,0,0
0,8.0,15.0,4,1,1,1,23,4750.0,1,0,1,122,0,0,0,0,1
1,15.0,15.0,3,1,1,1,20,3250.0,1,0,1,184,0,0,0,0,1
1,15.0,15.0,4,1,1,1,22,6250.0,1,0,1,223,0,1,0,0,0
0,0.0,17.0,3,1,1,0,21,3250.0,1,0,1,156,0,0,1,0,0
0,3.0,11.0,3,1,1,1,19,4750.0,0,0,1,132,0,1,0,0,0
0,0.0,13.0,2,1,1,0,21,1750.0,0,0,1,170,0,1,0,0,0
0,17.0,17.0,3,1,1,0,19,6250.0,1,0,1,170,0,1,0,0,0
1,3.0,11.0,1,0,1,0,22,1750.0,1,0,1,169,0,0,1,0,0
1,5.0,13.0,3,1,1,1,26,3250.0,1,0,1,128,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,28,500.0,0,0,1,135,1,0,0,0,0
1,15.0,15.0,5,1,1,1,23,4750.0,1,0,1,162,0,0,0,0,1
1,3.0,3.0,2,1,1,0,21,1750.0,0,0,1,174,0,1,0,0,0
1,13.0,13.0,3,1,1,1,21,3250.0,1,0,1,179,0,1,0,0,0
1,5.0,5.0,2,1,1,1,21,1750.0,0,0,1,195,0,1,0,0,0
1,15.0,15.0,4,1,1,1,20,500.0,1,0,1,207,0,0,0,0,1
0,15.0,13.0,5,1,1,1,20,6250.0,1,0,1,162,0,1,0,0,0
0,11.0,13.0,1,1,1,0,20,500.0,1,0,1,138,0,1,0,0,0
1,11.0,11.0,2,1,1,0,21,500.0,1,0,1,173,0,0,1,0,0
0,15.0,15.0,4,1,1,1,20,1750.0,0,0,1,157,0,1,0,0,0
1,11.0,11.0,3,1,1,0,20,500.0,1,0,1,165,0,1,0,0,0
1,17.0,17.0,6,1,1,1,21,3250.0,1,0,1,189,0,0,0,0,1
1,11.0,11.0,5,1,1,1,29,3250.0,1,1,0,160,0,1,0,0,0
1,17.0,15.0,6,1,1,1,21,6250.0,0,0,1,207,0,1,0,0,0
0,3.0,3.0,3,1,1,0,31,3250.0,0,0,1,104,0,0,0,0,1
0,8.0,11.0,2,1,1,0,22,500.0,1,1,0,133,0,1,0,0,0
0,8.0,13.0,1,1,0,0,20,500.0,0,0,1,166,0,1,0,0,0
1,14.0,12.0,2,1,1,1,36,0.0,1,0,1,152,0,0,1,0,0
1,15.0,15.0,6,1,1,1,23,7000.0,0,0,1,202,0,1,0,0,0
1,11.0,11.0,3,1,1,1,19,4750.0,1,0,1,210,0,1,0,0,0
1,15.0,8.0,2,1,1,1,18,3250.0,1,0,1,149,0,1,0,0,0
1,15.0,8.0,3,1,1,1,22,6250.0,1,0,1,190,0,1,0,0,0
0,3.0,11.0,3,1,1,0,30,3250.0,0,0,1,138,0,0,0,0,1
1,11.0,11.0,3,0,0,0,24,1750.0,1,0,1,124,0,1,0,0,0
0,15.0,17.0,2,1,1,1,20,7000.0,1,0,1,170,0,0,1,0,0
1,15.0,13.0,2,0,0,0,23,1750.0,1,1,0,154,0,1,0,0,0
0,5.0,8.0,2,1,0,0,20,3250.0,0,0,1,143,0,1,0,0,0
0,12.0,13.0,3,1,1,0,24,3250.0,1,0,1,166,0,0,0,0,1
0,17.0,17.0,3,1,1,1,20,7000.0,0,0,1,145,0,1,0,0,0
1,11.0,11.0,1,0,1,0,24,0.0,1,0,1,152,0,0,1,0,0
0,3.0,8.0,2,1,1,0,31,3250.0,1,1,0,185,0,1,0,0,0
0,12.0,14.0,3,1,1,1,21,500.0,1,0,1,193,0,1,0,0,0
1,15.0,15.0,3,1,0,0,25,1750.0,1,0,1,143,0,1,0,0,0
1,11.0,11.0,3,1,1,1,22,1750.0,1,0,1,164,0,1,0,0,0
0,5.0,11.0,2,1,1,0,22,750.0,1,0,1,164,0,1,0,0,0
0,3.0,5.0,1,1,1,0,32,1750.0,1,1,0,160,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,29,3250.0,0,0,1,101,0,1,0,0,0
0,15.0,15.0,2,1,1,0,21,4750.0,1,0,1,161,0,1,0,0,0
0,17.0,11.0,2,1,1,1,21,4750.0,0,0,1,139,0,1,0,0,0
0,17.0,14.0,4,1,1,1,20,500.0,1,0,1,174,0,1,0,0,0
1,15.0,11.0,4,1,1,1,20,7000.0,1,0,1,241,0,1,0,0,0
0,11.0,13.0,3,1,1,0,20,1750.0,0,0,1,155,0,1,0,0,0
1,8.0,8.0,3,1,1,0,46,1750.0,0,0,1,160,0,0,1,0,0
0,15.0,15.0,3,1,1,1,27,3250.0,0,0,1,165,0,0,0,1,0
0,5.0,11.0,1,1,1,0,23,3250.0,0,0,1,150,0,1,0,0,0
0,0.0,8.0,1,0,0,0,21,0.0,0,0,1,134,0,0,0,0,1
1,15.0,11.0,4,1,1,1,36,1750.0,1,1,0,148,0,1,0,0,0
0,17.0,17.0,2,1,0,0,20,500.0,1,0,1,145,0,1,0,0,0
1,13.0,11.0,3,1,1,0,22,750.0,1,0,1,149,0,0,1,0,0
1,14.0,3.0,1,1,1,0,21,500.0,0,0,1,147,0,1,0,0,0
0,8.0,8.0,1,0,1,0,21,750.0,1,0,1,167,0,0,1,0,0
1,11.0,11.0,3,1,0,0,20,750.0,1,0,1,131,0,0,1,0,0
1,8.0,5.0,3,1,1,1,20,4750.0,1,0,1,162,0,1,0,0,0
0,8.0,15.0,3,1,1,1,21,4750.0,0,0,1,163,0,0,0,1,0
0,8.0,11.0,1,1,0,0,28,1750.0,1,0,1,183,0,0,1,0,0
0,8.0,11.0,2,1,1,0,21,0.0,0,0,1,114,0,0,0,0,1
1,11.0,11.0,2,1,1,0,21,0.0,0,0,1,141,0,0,0,0,1
1,11.0,11.0,2,1,1,0,24,500.0,1,0,1,208,0,1,0,0,0
0,17.0,13.0,2,1,1,0,23,3250.0,0,0,1,105,0,1,0,0,0
0,15.0,0.0,4,1,1,1,20,7000.0,1,0,1,174,0,1,0,0,0
0,5.0,13.0,2,1,1,0,20,3250.0,0,0,1,161,0,0,0,1,0
1,11.0,11.0,2,1,1,0,21,0.0,0,0,1,161,0,1,0,0,0
0,17.0,17.0,5,1,0,0,20,7000.0,1,0,1,196,0,1,0,0,0
1,17.0,5.0,1,1,1,1,21,0.0,1,0,1,168,0,1,0,0,0
1,15.0,11.0,2,1,1,0,23,750.0,1,0,1,152,0,1,0,0,0
1,12.0,15.0,3,1,1,0,22,500.0,1,0,1,167,0,1,0,0,0
1,12.0,11.0,2,1,1,0,25,750.0,1,0,1,84,0,0,1,0,0
0,14.0,13.0,2,1,1,1,21,4750.0,0,0,1,189,0,1,0,0,0
0,11.0,8.0,3,1,0,1,29,1750.0,1,0,1,138,0,0,0,0,1
0,14.0,13.0,2,1,0,0,21,4750.0,0,0,1,130,0,0,0,1,0
1,11.0,11.0,2,0,1,0,24,500.0,0,0,1,130,0,1,0,0,0
1,12.0,13.0,3,1,1,0,22,4750.0,0,0,1,130,0,1,0,0,0
0,17.0,8.0,3,1,1,0,26,500.0,0,0,1,116,0,1,0,0,0
0,8.0,8.0,1,1,0,0,23,750.0,1,0,1,111,0,0,1,0,0
0,11.0,11.0,3,1,1,0,24,3250.0,0,0,1,116,0,1,0,0,0
0,3.0,8.0,1,1,0,0,26,500.0,1,0,1,163,0,1,0,0,0
0,15.0,13.0,3,1,1,0,20,1750.0,0,0,1,166,0,1,0,0,0
0,3.0,3.0,2,1,1,0,31,1750.0,1,1,0,134,0,1,0,0,0
0,3.0,8.0,2,1,1,0,22,500.0,0,0,1,157,0,1,0,0,0
1,8.0,13.0,3,1,1,1,21,750.0,1,0,1,186,0,1,0,0,0
0,3.0,3.0,1,0,1,0,21,750.0,1,0,1,114,0,0,1,0,0
1,13.0,13.0,1,1,1,0,20,1750.0,1,0,1,163,0,0,1,0,0
0,5.0,5.0,1,0,0,0,24,0.0,1,0,1,139,0,0,0,0,1
0,17.0,17.0,5,1,1,1,20,7000.0,1,0,1,193,0,0,0,0,1
1,15.0,17.0,3,1,1,1,22,7000.0,1,0,1,182,0,1,0,0,0
0,5.0,5.0,2,1,1,0,33,3250.0,1,0,1,137,0,1,0,0,0
1,15.0,15.0,3,1,1,0,21,7000.0,1,0,1,193,0,1,0,0,0
0,11.0,3.0,2,1,1,1,19,4750.0,0,0,1,150,0,1,0,0,0
1,11.0,11.0,5,1,1,1,21,750.0,1,0,1,162,0,1,0,0,0
0,13.0,13.0,2,1,1,0,28,500.0,1,0,1,132,0,0,1,0,0
1,13.0,13.0,3,1,1,1,23,3250.0,1,0,1,165,0,1,0,0,0
0,11.0,3.0,3,1,1,0,22,750.0,1,0,1,166,0,1,0,0,0
1,13.0,11.0,2,1,1,0,23,750.0,1,0,1,115,0,0,1,0,0
1,12.0,17.0,3,1,1,1,21,750.0,1,0,1,197,0,1,0,0,0
1,5.0,3.0,3,1,1,0,31,1750.0,1,1,0,151,0,1,0,0,0
0,8.0,11.0,2,1,1,0,19,1750.0,1,0,1,158,0,0,1,0,0
1,0.0,0.0,3,1,0,0,23,1750.0,0,0,1,150,0,1,0,0,0
1,12.0,13.0,3,1,1,0,26,500.0,1,0,1,187,0,0,0,0,1
1,3.0,11.0,1,1,0,0,21,500.0,1,0,1,136,0,0,1,0,0
0,11.0,11.0,3,1,0,0,22,4750.0,1,0,1,167,0,1,0,0,0
1,11.0,5.0,2,1,1,1,24,4750.0,1,0,1,132,0,1,0,0,0
0,17.0,15.0,1,1,1,0,22,0.0,1,0,1,135,0,0,0,1,0
0,8.0,8.0,3,1,1,0,20,3250.0,0,0,1,142,0,1,0,0,0
1,8.0,11.0,4,1,1,1,29,1750.0,1,1,0,137,0,1,0,0,0
0,5.0,8.0,3,1,1,1,31,1750.0,1,1,0,125,0,1,0,0,0
1,3.0,13.0,4,1,1,1,23,0.0,1,0,1,151,0,0,0,1,0
1,15.0,11.0,1,1,1,0,20,4750.0,0,0,1,145,0,0,0,1,0
1,11.0,15.0,2,1,1,1,20,3250.0,0,0,1,153,0,1,0,0,0
1,8.0,11.0,2,1,1,0,22,1750.0,0,0,1,191,0,1,0,0,0
0,3.0,11.0,1,1,1,0,21,1750.0,0,0,1,99,0,1,0,0,0
1,11.0,3.0,1,1,0,0,29,750.0,1,0,1,122,0,0,1,0,0
0,11.0,14.0,3,1,1,0,19,7000.0,1,0,1,166,0,0,0,0,1
0,15.0,15.0,4,1,1,1,21,7000.0,1,0,1,160,0,1,0,0,0
1,8.0,14.0,2,1,1,0,22,500.0,1,0,1,151,0,1,0,0,0
1,15.0,15.0,4,1,1,1,22,3250.0,0,0,1,152,0,1,0,0,0
0,12.0,13.0,3,1,1,0,21,6250.0,0,0,1,159,0,1,0,0,0
1,17.0,17.0,4,1,1,0,21,7000.0,1,0,1,171,0,1,0,0,0
0,5.0,15.0,1,0,1,0,20,4750.0,0,0,1,166,0,0,1,0,0
1,8.0,8.0,1,0,0,0,21,750.0,1,0,1,137,0,0,1,0,0
0,0.0,17.0,3,1,1,1,19,4750.0,0,0,1,105,0,0,1,0,0
0,15.0,11.0,1,1,1,0,20,3250.0,0,0,1,170,0,0,1,0,0
0,11.0,11.0,1,1,1,0,25,750.0,1,0,1,107,0,0,1,0,0
0,12.0,11.0,1,0,0,0,22,500.0,1,0,1,125,0,0,1,0,0
1,5.0,11.0,2,1,1,0,21,500.0,1,0,1,149,0,1,0,0,0
0,8.0,3.0,1,0,0,0,26,750.0,1,0,1,156,0,1,0,0,0
1,12.0,15.0,3,1,1,0,23,0.0,1,0,1,130,0,0,1,0,0
0,3.0,8.0,2,1,1,0,22,750.0,1,0,1,170,0,0,0,1,0
1,5.0,3.0,2,1,1,0,22,3250.0,1,0,1,168,0,1,0,0,0
1,11.0,11.0,2,1,1,0,27,1750.0,1,1,0,153,0,1,0,0,0
0,3.0,3.0,2,1,1,0,22,500.0,1,0,1,127,0,0,0,1,0
1,11.0,8.0,3,1,1,1,20,3250.0,1,0,1,165,0,1,0,0,0
0,13.0,11.0,3,1,1,1,20,750.0,1,0,1,186,0,0,0,0,1
1,11.0,8.0,1,0,0,0,22,500.0,1,0,1,178,0,1,0,0,0
0,3.0,8.0,2,1,1,0,23,750.0,1,0,1,146,0,0,0,1,0
0,11.0,15.0,1,1,0,0,26,500.0,1,0,1,131,0,1,0,0,0
1,3.0,8.0,2,1,1,0,26,500.0,0,0,1,157,0,0,0,0,1
1,5.0,17.0,4,1,1,1,21,6250.0,1,0,1,157,0,1,0,0,0
1,12.0,8.0,2,1,1,1,22,500.0,1,0,1,177,0,1,0,0,0
1,5.0,12.0,1,1,1,0,21,750.0,0,0,1,133,0,0,1,0,0
1,11.0,8.0,2,1,0,0,23,0.0,1,0,1,132,0,0,1,0,0
0,13.0,13.0,3,1,0,1,21,750.0,1,0,1,140,0,0,0,1,0
1,17.0,15.0,4,1,1,1,21,3250.0,0,0,1,168,0,0,0,0,1
1,0.0,11.0,3,1,1,0,21,1750.0,1,0,1,198,0,1,0,0,0
