estu_genero,fami_educacionpadre,fami_educacionmadre,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,fami_tieneautomovil,edad,pago_promedio,estu_economia,distancia,presencial,punt_global,Region Amazonica,Region Andina,Region Caribe,Region Orinoquia,Region Pacifica
1,17.0,17.0,4,1,1,1,22,3250.0,1,0,1,185,0,0,1,0,0
0,13.0,13.0,1,1,1,0,20,0.0,1,0,1,151,0,0,1,0,0
0,0.0,11.0,1,1,1,0,22,750.0,0,0,1,168,0,1,0,0,0
0,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,180,0,1,0,0,0
0,17.0,17.0,4,1,1,1,21,7000.0,1,0,1,220,0,1,0,0,0
1,11.0,15.0,2,0,0,0,19,1750.0,1,0,1,157,0,1,0,0,0
0,13.0,11.0,5,1,1,1,21,3250.0,1,0,1,112,0,0,0,0,1
0,5.0,8.0,2,1,1,0,20,500.0,1,0,1,133,0,1,0,0,0
0,3.0,8.0,1,0,1,0,20,500.0,1,0,1,163,0,1,0,0,0
0,17.0,17.0,5,1,1,1,19,7000.0,1,0,1,189,0,0,1,0,0
0,0.0,13.0,3,1,1,1,20,4750.0,1,0,1,167,0,1,0,0,0
0,17.0,15.0,5,1,1,0,22,7000.0,1,0,1,179,0,0,1,0,0
1,15.0,11.0,3,1,1,1,22,1750.0,0,0,1,129,0,1,0,0,0
1,0.0,8.0,3,1,1,0,43,1750.0,1,0,1,124,0,1,0,0,0
1,3.0,5.0,2,1,1,0,36,3250.0,0,0,1,147,0,0,0,0,1
1,11.0,12.0,3,1,1,1,21,4750.0,0,0,1,152,0,1,0,0,0
1,3.0,3.0,1,1,1,0,31,1750.0,1,1,0,140,0,1,0,0,0
1,8.0,13.0,6,1,1,1,21,7000.0,1,0,1,176,0,1,0,0,0
1,11.0,3.0,3,1,1,1,38,1750.0,1,1,0,145,0,1,0,0,0
1,8.0,11.0,3,1,1,0,30,3250.0,1,0,1,182,0,1,0,0,0
0,17.0,15.0,6,1,1,1,21,7000.0,1,0,1,208,0,1,0,0,0
0,13.0,13.0,3,1,1,1,22,3250.0,1,0,1,123,0,1,0,0,0
1,11.0,17.0,2,1,0,0,22,3250.0,1,0,1,156,0,1,0,0,0
0,13.0,13.0,3,1,1,1,21,6250.0,1,0,1,193,0,1,0,0,0
0,8.0,13.0,2,1,0,0,19,4750.0,1,0,1,157,0,1,0,0,0
0,8.0,15.0,3,1,1,1,24,7000.0,1,0,1,189,0,1,0,0,0
0,13.0,13.0,3,1,1,0,30,3250.0,0,0,1,136,0,1,0,0,0
1,8.0,11.0,6,1,1,1,31,3250.0,1,0,1,182,0,0,1,0,0
1,15.0,15.0,3,1,1,1,21,7000.0,0,0,1,145,0,1,0,0,0
0,12.0,14.0,3,1,1,1,19,6250.0,0,0,1,126,0,1,0,0,0
0,15.0,14.0,3,1,1,1,21,4750.0,0,0,1,136,0,1,0,0,0
1,3.0,3.0,2,1,1,0,32,1750.0,1,1,0,163,0,0,0,1,0
0,15.0,15.0,6,1,1,1,20,7000.0,0,0,1,185,0,1,0,0,0
0,8.0,11.0,3,1,1,0,21,4750.0,0,0,1,185,0,1,0,0,0
1,8.0,8.0,1,1,0,0,27,0.0,1,0,1,176,0,0,1,0,0
1,17.0,17.0,3,1,1,0,21,1750.0,1,0,1,201,0,1,0,0,0
0,11.0,8.0,3,1,1,0,20,4750.0,0,0,1,150,0,1,0,0,0
1,14.0,15.0,3,1,1,1,32,1750.0,1,1,0,113,0,1,0,0,0
0,11.0,8.0,3,1,1,0,25,3250.0,1,0,1,158,0,1,0,0,0
1,8.0,3.0,3,1,1,0,27,3250.0,1,0,1,111,0,1,0,0,0
1,15.0,17.0,3,1,1,1,24,3250.0,1,0,1,148,0,1,0,0,0
1,13.0,13.0,3,1,1,0,21,3250.0,1,0,1,147,0,1,0,0,0
1,13.0,11.0,3,1,1,1,19,3250.0,1,0,1,185,0,1,0,0,0
1,11.0,11.0,4,1,1,1,21,3250.0,1,0,1,165,0,1,0,0,0
1,13.0,15.0,3,1,1,1,21,3250.0,1,0,1,151,0,1,0,0,0
1,0.0,15.0,4,1,1,1,22,3250.0,1,0,1,119,0,1,0,0,0
0,0.0,15.0,3,1,1,0,22,1750.0,1,0,1,175,0,1,0,0,0
1,12.0,15.0,2,1,1,0,23,3250.0,1,0,1,104,0,1,0,0,0
1,8.0,8.0,2,0,0,0,20,3250.0,1,0,1,164,0,1,0,0,0
0,13.0,13.0,4,1,1,1,22,3250.0,1,0,1,221,0,1,0,0,0
1,10.189361702127659,10.0,3,0,0,0,19,3250.0,1,0,1,148,0,1,0,0,0
1,15.0,11.0,4,1,1,0,22,3250.0,1,0,1,171,0,1,0,0,0
0,11.0,13.0,2,1,0,1,21,3250.0,1,0,1,166,0,1,0,0,0
1,15.0,11.0,3,0,0,0,23,3250.0,1,0,1,165,0,1,0,0,0
0,5.0,15.0,2,1,1,1,20,3250.0,1,0,1,193,0,1,0,0,0
1,15.0,15.0,4,1,1,0,20,3250.0,1,0,1,166,0,1,0,0,0
1,17.0,15.0,2,1,1,0,21,3250.0,1,0,1,182,0,1,0,0,0
1,8.0,8.0,2,1,1,0,20,3250.0,1,0,1,157,0,1,0,0,0
1,11.0,11.0,3,1,1,1,23,3250.0,1,0,1,131,0,1,0,0,0
0,13.0,14.0,3,1,1,1,21,3250.0,1,0,1,150,0,1,0,0,0
1,8.0,3.0,2,1,0,0,21,3250.0,1,0,1,177,0,1,0,0,0
0,17.0,17.0,4,1,1,1,21,4750.0,1,0,1,153,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,20,3250.0,1,0,1,54,0,1,0,0,0
1,10.189361702127659,10.0,3,0,0,0,21,3250.0,1,0,1,80,0,1,0,0,0
1,11.0,13.0,2,1,0,0,20,3250.0,1,0,1,164,0,1,0,0,0
1,10.189361702127659,10.0,3,0,0,0,21,3250.0,1,0,1,86,0,1,0,0,0
1,11.0,13.0,3,1,1,1,21,3250.0,1,0,1,173,0,1,0,0,0
1,3.0,5.0,3,1,1,1,22,3250.0,0,0,1,114,0,1,0,0,0
0,12.0,15.0,2,1,1,0,21,500.0,1,0,1,153,0,0,1,0,0
1,13.0,11.0,3,1,1,1,23,500.0,1,0,1,163,0,0,1,0,0
0,15.0,15.0,4,1,1,1,22,4750.0,0,0,1,162,0,0,0,0,0
1,11.0,15.0,2,1,1,0,21,4750.0,0,0,1,184,0,1,0,0,0
0,3.0,3.0,2,1,1,0,28,1750.0,1,1,0,161,0,1,0,0,0
1,3.0,13.0,3,1,1,1,21,1750.0,1,0,1,199,0,0,1,0,0
0,13.0,15.0,3,1,1,1,20,4750.0,0,0,1,170,0,0,0,1,0
1,15.0,17.0,4,1,0,0,22,7000.0,1,0,1,194,0,1,0,0,0
1,12.0,17.0,3,1,1,0,23,3250.0,1,1,0,174,0,1,0,0,0
0,15.0,15.0,1,1,1,0,23,0.0,1,0,1,144,0,1,0,0,0
1,11.0,11.0,1,1,1,0,22,750.0,1,0,1,111,0,0,0,0,1
0,14.0,17.0,3,1,1,0,19,6250.0,1,0,1,172,0,0,0,0,1
0,13.0,15.0,3,1,1,1,22,6250.0,1,0,1,173,0,1,0,0,0
1,11.0,14.0,3,1,1,1,21,7000.0,1,0,1,192,0,1,0,0,0
0,5.0,15.0,2,1,1,1,19,4750.0,0,0,1,153,0,1,0,0,0
0,8.0,5.0,4,1,0,0,25,1750.0,1,1,0,144,0,0,0,1,0
0,15.0,15.0,4,1,1,1,21,7000.0,1,0,1,191,0,1,0,0,0
1,13.0,12.0,2,1,1,0,20,4750.0,0,0,1,191,0,0,0,1,0
0,11.0,8.0,2,1,0,0,22,750.0,1,0,1,139,0,0,1,0,0
1,11.0,11.0,3,1,1,1,25,7000.0,1,0,1,221,0,1,0,0,0
0,0.0,0.0,3,1,0,0,27,1750.0,0,0,1,80,0,0,0,1,0
1,13.0,17.0,2,1,1,0,21,0.0,1,0,1,169,0,0,0,0,1
0,3.0,3.0,2,1,1,0,30,1750.0,1,0,1,141,0,0,0,0,1
0,11.0,12.0,2,1,1,0,20,500.0,1,0,1,147,0,0,1,0,0
0,13.0,17.0,3,1,1,0,21,6250.0,1,0,1,156,0,1,0,0,0
1,8.0,13.0,2,1,1,1,20,7000.0,1,0,1,194,0,0,1,0,0
0,3.0,3.0,2,1,1,0,30,1750.0,1,1,0,130,0,1,0,0,0
0,11.0,11.0,3,0,0,0,23,750.0,1,0,1,135,0,0,1,0,0
1,5.0,8.0,1,1,1,0,60,0.0,1,0,1,159,0,1,0,0,0
0,5.0,3.0,2,0,1,0,20,500.0,1,0,1,161,0,1,0,0,0
0,14.0,5.0,2,1,1,0,23,4750.0,0,0,1,180,0,0,0,0,1
1,14.0,3.0,3,1,1,1,24,6250.0,1,0,1,181,0,1,0,0,0
1,11.0,11.0,2,1,1,0,21,4750.0,0,0,1,170,0,1,0,0,0
1,11.0,13.0,2,1,1,0,22,750.0,1,0,1,163,1,0,0,0,0
0,3.0,13.0,1,1,0,0,21,500.0,1,0,1,150,0,0,1,0,0
0,17.0,13.0,3,1,1,0,22,1750.0,1,0,1,176,0,1,0,0,0
1,13.0,13.0,3,1,0,0,23,750.0,1,0,1,148,0,1,0,0,0
0,8.0,13.0,5,1,1,1,22,7000.0,1,0,1,164,0,1,0,0,0
0,8.0,8.0,2,0,1,0,20,6250.0,1,0,1,135,0,1,0,0,0
0,11.0,3.0,3,1,1,0,24,6250.0,0,0,1,149,0,1,0,0,0
1,15.0,15.0,4,1,1,1,21,7000.0,1,0,1,174,0,1,0,0,0
1,11.0,11.0,2,1,1,0,22,500.0,0,0,1,169,0,1,0,0,0
1,17.0,14.0,4,1,1,1,22,4750.0,1,0,1,152,0,1,0,0,0
1,15.0,15.0,3,1,1,0,22,3250.0,1,0,1,124,0,1,0,0,0
1,8.0,13.0,2,1,1,0,36,500.0,1,1,0,124,0,1,0,0,0
1,5.0,8.0,2,1,1,0,21,4750.0,0,0,1,150,0,1,0,0,0
1,3.0,13.0,1,1,1,0,29,500.0,1,0,1,141,0,0,1,0,0
1,13.0,15.0,4,1,1,1,20,3250.0,1,0,1,164,0,1,0,0,0
1,0.0,15.0,3,1,1,0,21,6250.0,0,0,1,146,0,1,0,0,0
1,11.0,11.0,2,1,0,0,22,500.0,0,0,1,150,0,1,0,0,0
0,17.0,13.0,4,1,1,1,20,7000.0,1,0,1,206,0,1,0,0,0
0,13.0,17.0,3,1,1,1,20,1750.0,0,0,1,203,0,1,0,0,0
1,13.0,13.0,2,1,1,1,22,4750.0,1,0,1,147,0,1,0,0,0
0,11.0,13.0,3,0,0,0,23,3250.0,0,0,1,210,0,0,0,1,0
1,17.0,17.0,4,1,1,1,23,7000.0,1,0,1,145,0,0,1,0,0
1,13.0,11.0,3,1,1,0,22,3250.0,0,0,1,171,0,1,0,0,0
0,11.0,11.0,3,1,1,1,19,7000.0,1,0,1,169,0,1,0,0,0
0,15.0,11.0,4,1,1,0,27,750.0,1,0,1,144,0,0,1,0,0
1,11.0,13.0,2,1,1,0,20,1750.0,1,1,0,146,0,1,0,0,0
1,8.0,8.0,3,1,1,0,25,500.0,0,0,1,169,0,0,0,0,1
1,8.0,11.0,2,1,1,0,23,0.0,0,0,1,130,0,1,0,0,0
0,0.0,0.0,2,1,1,1,34,1750.0,1,1,0,131,0,1,0,0,0
0,3.0,11.0,1,0,0,0,27,3250.0,0,0,1,146,0,1,0,0,0
1,13.0,13.0,2,1,1,0,21,750.0,1,0,1,144,0,0,0,1,0
1,12.0,15.0,2,1,1,1,20,1750.0,1,0,1,183,0,0,1,0,0
0,8.0,8.0,3,1,1,0,30,1750.0,1,1,0,132,0,1,0,0,0
1,0.0,13.0,3,1,1,0,22,0.0,1,0,1,146,0,0,1,0,0
1,0.0,15.0,5,1,1,1,20,7000.0,1,0,1,178,0,1,0,0,0
0,15.0,0.0,3,1,1,0,22,1750.0,0,0,1,144,0,0,1,0,0
1,5.0,15.0,4,1,1,1,21,6250.0,1,0,1,196,0,1,0,0,0
1,15.0,15.0,4,1,1,1,20,6250.0,1,0,1,186,0,1,0,0,0
0,15.0,17.0,2,1,1,1,22,4750.0,1,0,1,151,0,1,0,0,0
0,12.0,15.0,4,1,1,1,23,7000.0,1,0,1,164,0,1,0,0,0
0,11.0,8.0,4,1,1,1,23,4750.0,1,0,1,177,0,1,0,0,0
0,12.0,3.0,4,1,1,0,20,4750.0,1,0,1,150,0,1,0,0,0
1,5.0,13.0,4,1,0,0,22,6250.0,1,0,1,143,0,1,0,0,0
1,11.0,11.0,3,1,1,1,27,4750.0,1,0,1,152,0,1,0,0,0
1,14.0,13.0,3,1,1,1,21,500.0,1,0,1,171,0,0,1,0,0
0,11.0,17.0,3,1,1,1,21,4750.0,1,0,1,201,0,1,0,0,0
0,5.0,5.0,2,1,1,0,26,500.0,1,0,1,164,0,0,1,0,0
0,13.0,12.0,1,1,1,1,20,0.0,1,0,1,161,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,19,3250.0,0,0,1,113,0,0,1,0,0
0,5.0,5.0,1,1,1,0,33,0.0,1,0,1,143,0,0,1,0,0
0,3.0,3.0,3,1,1,1,20,500.0,0,0,1,115,0,1,0,0,0
1,13.0,13.0,2,1,0,0,22,750.0,1,0,1,165,0,0,0,1,0
0,15.0,11.0,2,1,1,0,20,6250.0,1,0,1,180,0,1,0,0,0
0,11.0,17.0,4,1,1,0,22,7000.0,1,0,1,166,0,1,0,0,0
0,0.0,15.0,4,1,1,0,20,3250.0,0,0,1,158,0,1,0,0,0
0,11.0,11.0,3,1,0,0,18,4750.0,0,0,1,122,0,1,0,0,0
1,11.0,11.0,3,1,1,0,22,500.0,1,0,1,185,0,1,0,0,0
0,3.0,13.0,3,1,1,1,20,3250.0,1,0,1,173,0,1,0,0,0
0,17.0,17.0,4,1,1,1,19,7000.0,1,0,1,201,0,1,0,0,0
0,11.0,11.0,1,1,0,0,24,500.0,1,0,1,145,0,0,1,0,0
0,3.0,3.0,1,1,1,0,20,750.0,1,0,1,157,0,0,1,0,0
0,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,150,0,0,0,0,1
1,11.0,11.0,2,1,0,1,35,1750.0,1,1,0,140,0,1,0,0,0
1,5.0,5.0,2,1,1,0,37,1750.0,1,1,0,148,0,1,0,0,0
0,8.0,13.0,5,1,1,0,24,1750.0,0,0,1,163,0,1,0,0,0
1,15.0,14.0,4,1,1,1,20,3250.0,1,0,1,171,0,1,0,0,0
0,15.0,14.0,5,1,1,0,25,3250.0,0,0,1,131,0,0,1,0,0
0,11.0,17.0,3,1,1,1,19,4750.0,0,0,1,146,0,1,0,0,0
0,15.0,14.0,3,1,1,1,20,7000.0,1,0,1,220,0,1,0,0,0
1,17.0,17.0,4,1,1,1,23,7000.0,1,0,1,199,0,1,0,0,0
0,3.0,3.0,2,0,0,0,27,1750.0,0,0,1,133,0,1,0,0,0
0,17.0,17.0,4,1,1,1,19,7000.0,1,0,1,200,0,1,0,0,0
0,13.0,14.0,3,1,1,1,18,4750.0,0,0,1,152,0,1,0,0,0
1,14.0,15.0,2,1,1,1,29,0.0,0,0,1,146,0,1,0,0,0
1,14.0,13.0,3,1,1,1,20,4750.0,1,0,1,151,0,0,0,0,1
1,14.0,13.0,2,1,0,0,22,4750.0,1,0,1,174,0,1,0,0,0
0,5.0,3.0,3,1,1,0,23,0.0,1,0,1,174,0,1,0,0,0
0,3.0,11.0,2,1,1,1,21,1750.0,1,0,1,145,0,0,1,0,0
0,17.0,17.0,2,1,1,0,22,3250.0,1,0,1,184,0,1,0,0,0
0,15.0,17.0,4,1,1,1,23,7000.0,1,0,1,161,0,1,0,0,0
0,10.189361702127659,10.0,3,0,0,0,18,3250.0,1,0,1,88,0,1,0,0,0
1,3.0,8.0,1,0,1,0,22,750.0,0,0,1,174,0,0,0,1,0
1,11.0,11.0,2,1,1,0,22,500.0,0,0,1,161,0,1,0,0,0
0,8.0,11.0,3,1,1,0,21,1750.0,1,0,1,181,0,1,0,0,0
1,11.0,11.0,3,1,1,0,21,500.0,1,0,1,181,0,1,0,0,0
1,0.0,15.0,3,1,1,1,28,1750.0,1,0,1,144,0,1,0,0,0
1,11.0,11.0,2,1,1,0,23,500.0,0,0,1,121,0,1,0,0,0
1,17.0,15.0,6,1,1,1,21,7000.0,1,0,1,233,0,1,0,0,0
0,15.0,17.0,3,1,1,1,22,3250.0,1,0,1,155,0,1,0,0,0
1,11.0,15.0,3,1,1,0,22,1750.0,1,1,0,130,0,1,0,0,0
1,13.0,15.0,3,1,1,0,20,6250.0,1,0,1,169,0,1,0,0,0
0,3.0,3.0,1,0,0,0,21,3250.0,0,0,1,145,0,0,1,0,0
0,5.0,3.0,3,1,1,0,30,3250.0,1,0,1,150,0,1,0,0,0
0,17.0,17.0,5,1,1,1,21,7000.0,1,0,1,185,0,1,0,0,0
0,12.0,5.0,3,1,1,0,26,1750.0,1,1,0,161,0,1,0,0,0
0,15.0,15.0,4,1,1,0,26,1750.0,0,0,1,153,0,1,0,0,0
0,13.0,13.0,4,1,0,0,21,3250.0,1,0,1,150,0,1,0,0,0
0,3.0,11.0,2,1,0,0,26,500.0,1,0,1,144,0,1,0,0,0
0,8.0,12.0,3,1,1,1,38,1750.0,1,1,0,163,0,1,0,0,0
1,3.0,11.0,1,1,0,0,25,0.0,1,0,1,135,0,0,0,0,1
0,8.0,14.0,4,1,1,1,20,3250.0,0,0,1,134,0,1,0,0,0
0,8.0,14.0,4,1,1,1,21,3250.0,0,0,1,117,0,1,0,0,0
0,11.0,15.0,5,1,1,1,22,4750.0,0,0,1,160,0,1,0,0,0
0,15.0,17.0,3,1,1,1,30,1750.0,0,0,1,146,0,1,0,0,0
0,13.0,13.0,3,1,1,0,22,1750.0,0,0,1,130,0,1,0,0,0
1,8.0,11.0,3,1,1,0,34,1750.0,1,1,0,124,0,1,0,0,0
1,11.0,8.0,2,1,1,1,23,7000.0,1,0,1,184,0,1,0,0,0
0,17.0,17.0,3,1,1,1,20,7000.0,1,0,1,162,0,1,0,0,0
1,11.0,13.0,4,1,1,1,24,6250.0,1,0,1,167,0,1,0,0,0
1,17.0,15.0,5,1,1,1,23,7000.0,1,0,1,158,0,1,0,0,0
0,17.0,17.0,4,1,1,1,24,7000.0,1,0,1,141,0,1,0,0,0
1,12.0,12.0,3,1,1,1,22,7000.0,1,0,1,192,0,1,0,0,0
0,17.0,17.0,4,1,1,1,22,7000.0,1,0,1,179,0,1,0,0,0
0,17.0,17.0,2,1,1,1,19,7000.0,1,0,1,187,0,1,0,0,0
0,13.0,14.0,2,1,1,0,18,7000.0,1,0,1,184,0,1,0,0,0
1,17.0,17.0,5,1,1,1,22,7000.0,1,0,1,208,0,1,0,0,0
1,15.0,15.0,5,1,1,0,23,7000.0,1,0,1,164,0,1,0,0,0
0,17.0,15.0,5,1,1,1,23,7000.0,1,0,1,179,0,1,0,0,0
0,11.0,13.0,6,1,1,1,23,7000.0,1,0,1,152,0,1,0,0,0
1,11.0,8.0,1,1,1,1,19,7000.0,1,0,1,190,0,1,0,0,0
1,17.0,17.0,5,1,1,1,23,7000.0,1,0,1,201,0,1,0,0,0
1,13.0,15.0,3,1,1,0,21,6250.0,1,0,1,210,0,1,0,0,0
0,17.0,15.0,3,1,1,1,21,7000.0,1,0,1,191,0,1,0,0,0
0,15.0,15.0,4,1,1,1,21,7000.0,1,0,1,166,0,1,0,0,0
0,11.0,11.0,3,1,1,0,21,7000.0,1,0,1,175,0,1,0,0,0
1,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,177,0,1,0,0,0
1,17.0,17.0,5,1,1,1,20,7000.0,1,0,1,182,0,1,0,0,0
1,17.0,15.0,4,1,1,1,25,7000.0,1,0,1,150,0,1,0,0,0
1,15.0,15.0,4,1,1,0,22,7000.0,1,0,1,227,0,1,0,0,0
1,17.0,17.0,4,1,0,0,21,7000.0,1,0,1,209,0,1,0,0,0
0,17.0,17.0,4,1,1,1,21,7000.0,1,0,1,196,0,1,0,0,0
1,15.0,3.0,4,1,1,1,25,7000.0,1,0,1,186,0,1,0,0,0
1,13.0,15.0,3,1,1,1,22,7000.0,1,0,1,191,0,1,0,0,0
1,8.0,8.0,3,1,1,1,20,7000.0,1,0,1,190,0,1,0,0,0
0,17.0,17.0,6,1,1,1,20,7000.0,1,0,1,188,0,1,0,0,0
0,17.0,12.0,3,1,1,1,20,7000.0,1,0,1,190,0,1,0,0,0
0,15.0,15.0,3,1,1,1,20,7000.0,1,0,1,144,0,1,0,0,0
1,15.0,11.0,4,1,1,0,21,7000.0,1,0,1,195,0,1,0,0,0
1,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,193,0,1,0,0,0
0,17.0,17.0,5,1,1,1,21,7000.0,1,0,1,223,0,1,0,0,0
1,15.0,14.0,4,1,1,1,20,7000.0,1,0,1,171,0,1,0,0,0
0,13.0,11.0,4,1,1,1,24,7000.0,1,0,1,173,0,1,0,0,0
1,8.0,17.0,4,1,1,1,22,7000.0,1,0,1,143,0,1,0,0,0
0,17.0,17.0,4,1,1,1,19,7000.0,1,0,1,173,0,1,0,0,0
0,14.0,15.0,3,1,1,1,23,7000.0,1,0,1,162,0,1,0,0,0
1,17.0,17.0,5,1,1,1,22,7000.0,1,0,1,182,0,1,0,0,0
0,15.0,8.0,3,1,1,1,21,7000.0,1,0,1,176,0,1,0,0,0
1,15.0,14.0,4,0,1,1,21,7000.0,1,0,1,199,0,1,0,0,0
1,17.0,15.0,6,1,1,1,25,6250.0,1,0,1,169,0,1,0,0,0
1,15.0,15.0,2,1,1,1,21,7000.0,1,0,1,159,0,1,0,0,0
0,17.0,15.0,3,1,0,0,21,6250.0,1,0,1,152,0,1,0,0,0
1,15.0,15.0,4,1,1,1,21,7000.0,1,0,1,187,0,1,0,0,0
0,3.0,3.0,2,1,1,1,19,7000.0,1,0,1,192,0,1,0,0,0
1,13.0,15.0,3,1,0,0,20,7000.0,1,0,1,182,0,1,0,0,0
0,17.0,17.0,5,1,1,1,22,7000.0,1,0,1,190,0,1,0,0,0
1,17.0,17.0,4,1,1,1,23,7000.0,1,0,1,202,0,1,0,0,0
1,15.0,15.0,4,1,1,1,22,7000.0,1,0,1,177,0,1,0,0,0
1,17.0,17.0,6,1,1,1,21,7000.0,1,0,1,197,0,1,0,0,0
1,0.0,15.0,3,1,1,1,21,7000.0,1,0,1,217,0,1,0,0,0
0,15.0,8.0,3,1,1,0,19,7000.0,1,0,1,202,0,1,0,0,0
0,15.0,15.0,4,1,1,1,20,7000.0,1,0,1,177,0,1,0,0,0
0,17.0,17.0,4,1,1,0,25,7000.0,1,0,1,201,0,1,0,0,0
1,13.0,15.0,4,1,1,1,22,7000.0,1,0,1,197,0,1,0,0,0
1,17.0,15.0,3,1,1,1,24,7000.0,1,0,1,179,0,1,0,0,0
0,3.0,11.0,3,1,1,1,20,7000.0,1,0,1,168,0,1,0,0,0
1,17.0,13.0,5,1,1,1,22,7000.0,1,0,1,244,0,1,0,0,0
1,0.0,11.0,2,1,1,0,25,7000.0,1,0,1,162,0,1,0,0,0
1,17.0,14.0,4,1,1,1,20,7000.0,1,0,1,177,0,1,0,0,0
1,15.0,15.0,3,1,1,1,22,7000.0,1,0,1,189,0,1,0,0,0
1,15.0,14.0,3,1,1,1,20,7000.0,1,0,1,188,0,1,0,0,0
1,3.0,8.0,3,1,1,1,20,7000.0,1,0,1,197,0,1,0,0,0
1,17.0,17.0,5,1,1,1,21,7000.0,1,0,1,244,0,1,0,0,0
0,3.0,8.0,4,1,1,1,21,7000.0,1,0,1,163,0,1,0,0,0
1,3.0,11.0,2,1,1,0,19,7000.0,1,0,1,191,0,1,0,0,0
1,10.189361702127659,10.0,3,0,0,0,23,7000.0,1,0,1,169,0,1,0,0,0
1,11.0,11.0,5,1,1,1,22,7000.0,1,0,1,199,0,1,0,0,0
0,14.0,14.0,6,1,1,1,22,7000.0,1,0,1,164,0,1,0,0,0
0,13.0,15.0,3,1,1,1,19,7000.0,1,0,1,189,0,1,0,0,0
0,15.0,15.0,5,1,1,1,22,7000.0,1,0,1,184,0,1,0,0,0
0,0.0,13.0,3,1,1,1,20,7000.0,1,0,1,190,0,1,0,0,0
1,15.0,14.0,1,1,1,0,20,7000.0,1,0,1,99,0,1,0,0,0
1,15.0,14.0,3,1,1,1,23,7000.0,1,0,1,183,0,1,0,0,0
1,17.0,17.0,5,1,1,1,22,7000.0,1,0,1,181,0,1,0,0,0
1,17.0,17.0,6,1,1,1,20,7000.0,1,0,1,214,0,1,0,0,0
0,17.0,17.0,4,1,1,1,20,6250.0,1,0,1,205,0,1,0,0,0
1,17.0,17.0,5,1,1,1,22,7000.0,1,0,1,205,0,1,0,0,0
0,15.0,13.0,1,1,1,0,19,6250.0,1,0,1,184,0,0,1,0,0
1,15.0,14.0,3,1,1,1,20,7000.0,1,0,1,163,0,1,0,0,0
1,13.0,13.0,5,1,1,1,23,7000.0,1,0,1,133,0,1,0,0,0
0,14.0,15.0,4,1,1,1,19,7000.0,1,0,1,189,0,1,0,0,0
1,11.0,11.0,3,1,1,1,22,7000.0,1,0,1,186,0,1,0,0,0
1,8.0,11.0,2,1,1,0,27,750.0,1,0,1,122,0,1,0,0,0
0,17.0,17.0,3,1,1,1,23,7000.0,0,0,1,164,0,1,0,0,0
1,11.0,14.0,1,1,1,0,20,7000.0,1,0,1,187,0,1,0,0,0
0,3.0,3.0,2,1,1,0,26,0.0,1,0,1,128,0,0,1,0,0
1,11.0,12.0,4,1,1,1,41,1750.0,1,1,0,186,0,1,0,0,0
0,8.0,15.0,3,1,1,1,20,4750.0,0,0,1,177,0,0,0,1,0
1,3.0,8.0,1,1,0,0,21,500.0,1,0,1,158,0,0,1,0,0
1,8.0,11.0,2,1,1,0,23,0.0,0,0,1,183,0,1,0,0,0
1,11.0,14.0,3,1,1,0,23,0.0,1,0,1,133,0,0,1,0,0
0,3.0,11.0,2,1,1,0,19,500.0,0,0,1,153,0,1,0,0,0
1,3.0,3.0,2,0,0,0,34,750.0,1,0,1,125,0,0,1,0,0
0,11.0,11.0,2,0,1,0,20,750.0,1,0,1,151,0,1,0,0,0
0,8.0,13.0,1,1,0,1,23,0.0,1,0,1,139,0,0,1,0,0
0,13.0,12.0,3,1,1,0,20,4750.0,1,0,1,146,0,1,0,0,0
1,0.0,5.0,2,0,1,0,20,750.0,0,0,1,168,0,1,0,0,0
0,15.0,11.0,2,1,1,1,21,1750.0,1,0,1,170,0,1,0,0,0
1,5.0,11.0,2,1,1,0,24,500.0,1,0,1,155,0,1,0,0,0
0,3.0,3.0,1,1,1,0,22,4750.0,0,0,1,131,0,1,0,0,0
1,15.0,15.0,3,1,1,1,21,7000.0,1,0,1,221,0,1,0,0,0
1,13.0,12.0,1,1,0,0,32,750.0,1,0,1,109,0,0,1,0,0
1,11.0,11.0,2,1,0,0,22,0.0,1,0,1,124,0,1,0,0,0
1,15.0,11.0,3,1,1,0,20,3250.0,1,0,1,208,0,1,0,0,0
1,8.0,11.0,4,1,1,1,21,7000.0,0,0,1,115,0,1,0,0,0
0,13.0,11.0,2,1,0,0,20,500.0,0,0,1,166,0,1,0,0,0
0,15.0,15.0,6,1,1,1,21,4750.0,0,0,1,165,0,1,0,0,0
0,17.0,17.0,4,1,1,1,21,7000.0,1,0,1,184,0,1,0,0,0
1,11.0,11.0,1,1,1,0,22,1750.0,1,1,0,180,0,0,0,0,1
0,0.0,3.0,1,0,0,0,23,0.0,1,0,1,169,0,0,1,0,0
1,11.0,11.0,2,1,1,0,20,3250.0,1,0,1,158,0,0,1,0,0
1,5.0,3.0,1,1,1,0,20,1750.0,1,0,1,149,0,0,1,0,0
1,3.0,3.0,2,1,0,0,23,750.0,0,0,1,126,0,1,0,0,0
